DOL Year,Species Code,Species Name,Number Of Animals (sum),Landed Weight (sum),Region,Region Desc,Management Area
2003,410,"salmon, chinook",19711,392827,2,Central Region,H
2003,410,"salmon, chinook",47940,770713,2,Central Region,T
2003,410,"salmon, chinook",16014,217592,3,A-Y-K Region,W
2003,410,"salmon, chinook",9,15,3,A-Y-K Region,X
2003,410,"salmon, chinook",41118,856087.5,3,A-Y-K Region,Y
2003,410,"salmon, chinook",12,136,3,A-Y-K Region,Z
2003,410,"salmon, chinook",18603,190347,4,Westward Region,K
2003,410,"salmon, chinook",3068,43722,4,Westward Region,L
2003,410,"salmon, chinook",7419,97912,4,Westward Region,M
2003,411,"chinook, sm.",36,207.95,1,Southeastern Region,A
2003,411,"chinook, sm.",330,2006,1,Southeastern Region,B
2003,411,"chinook, sm.",740,3604.05,1,Southeastern Region,C
2003,411,"chinook, sm.",82,416,1,Southeastern Region,D
2003,420,"salmon, sockeye",642062,3787842.67,1,Southeastern Region,A
2003,420,"salmon, sockeye",583055,3593950.8,1,Southeastern Region,B
2003,420,"salmon, sockeye",287380,1802899.18,1,Southeastern Region,C
2003,420,"salmon, sockeye",12859,68392.95,1,Southeastern Region,D
2003,420,"salmon, sockeye",2730160,16660094,2,Central Region,E
2003,420,"salmon, sockeye",4134388,23827754.55,2,Central Region,H
2003,420,"salmon, sockeye",14765652,93392356,2,Central Region,T
2003,420,"salmon, sockeye",63646,462108,3,A-Y-K Region,W
2003,420,"salmon, sockeye",21,121,3,A-Y-K Region,Z
2003,420,"salmon, sockeye",4053857,21734780,4,Westward Region,K
2003,420,"salmon, sockeye",1100297,7189686,4,Westward Region,L
2003,420,"salmon, sockeye",2538908,15173461,4,Westward Region,M
2003,430,"salmon, coho",511494,3739925.82,1,Southeastern Region,A
2003,430,"salmon, coho",696127,4835083.84,1,Southeastern Region,B
2003,430,"salmon, coho",649472,4561617.41,1,Southeastern Region,C
2003,430,"salmon, coho",641282,4427004.43,1,Southeastern Region,D
2003,430,"salmon, coho",521917,4377727,2,Central Region,E
2003,430,"salmon, coho",113642,740994.6,2,Central Region,H
2003,430,"salmon, coho",43255,290261,2,Central Region,T
2003,430,"salmon, coho",347125,2762638,3,A-Y-K Region,W
2003,430,"salmon, coho",25243,165756.7,3,A-Y-K Region,Y
2003,430,"salmon, coho",17060,139775,3,A-Y-K Region,Z
2003,430,"salmon, coho",351767,2707658,4,Westward Region,K
2003,430,"salmon, coho",103896,858040,4,Westward Region,L
2003,430,"salmon, coho",185628,1411558,4,Westward Region,M
2003,440,"salmon, pink",8701937,31316117.51,1,Southeastern Region,A
2003,440,"salmon, pink",22150950,79397800.8,1,Southeastern Region,B
2003,440,"salmon, pink",17853548,60178101.1,1,Southeastern Region,C
2003,440,"salmon, pink",3809197,13603053.1,1,Southeastern Region,D
2003,440,"salmon, pink",51975683,189442394,2,Central Region,E
2003,440,"salmon, pink",906563,2947127,2,Central Region,H
2003,440,"salmon, pink",244,1195,2,Central Region,T
2003,440,"salmon, pink",147,255,3,A-Y-K Region,X
2003,440,"salmon, pink",14067235,49940315,4,Westward Region,K
2003,440,"salmon, pink",502638,1955724,4,Westward Region,L
2003,440,"salmon, pink",4281586,16375007,4,Westward Region,M
2003,450,"salmon, chum",2803823,20111357.41,1,Southeastern Region,A
2003,450,"salmon, chum",2771247,22761124.88,1,Southeastern Region,B
2003,450,"salmon, chum",2303342,15461008.35,1,Southeastern Region,C
2003,450,"salmon, chum",3236673,21547438.4,1,Southeastern Region,D
2003,450,"salmon, chum",3804895,24285280,2,Central Region,E
2003,450,"salmon, chum",158049,1099847,2,Central Region,H
2003,450,"salmon, chum",933031,6027087,2,Central Region,T
2003,450,"salmon, chum",36225,249384,3,A-Y-K Region,W
2003,450,"salmon, chum",25763,218091,3,A-Y-K Region,X
2003,450,"salmon, chum",21800,145816.94,3,A-Y-K Region,Y
2003,450,"salmon, chum",3560,23687,3,A-Y-K Region,Z
2003,450,"salmon, chum",1151885,8250753,4,Westward Region,K
2003,450,"salmon, chum",64044,449315,4,Westward Region,L
2003,450,"salmon, chum",678634,4623765,4,Westward Region,M
2003,500,"pike, northern",2,17,3,A-Y-K Region,Y
2003,520,"char, Arctic (general)",166,360,3,A-Y-K Region,X
2003,521,"char, Arctic (anadromous)",33,0,3,A-Y-K Region,X
2003,531,Dolly Varden (anadromous),2,0,3,A-Y-K Region,X
2003,540,"trout, steelhead",47,355,1,Southeastern Region,A
2003,540,"trout, steelhead",1,11,1,Southeastern Region,C
2003,540,"trout, steelhead",2,42,1,Southeastern Region,D
2003,570,inconnu (sheefish),132,1400,3,A-Y-K Region,X
2003,570,inconnu (sheefish),2,28,3,A-Y-K Region,Y
2003,580,"whitefish, general",169,409.5,3,A-Y-K Region,Y
2003,589,"whitefish, humpback",1292,1000,0,,9
2003,601,"lamprey, Arctic",,49657,3,A-Y-K Region,Y
2003,689,"shark, other",,25,1,Southeastern Region,C
2003,689,"shark, other",,34,1,Southeastern Region,D
2003,690,"shark, salmon",3,529,2,Central Region,H
2003,,,,,,,
2004,110,"cod, Pacific (gray)",80,328,1,Southeastern Region,A
2004,110,"cod, Pacific (gray)",2,7,1,Southeastern Region,B
2004,110,"cod, Pacific (gray)",,10,1,Southeastern Region,D
2004,120,"flounder, general",1,4,1,Southeastern Region,A
2004,122,"sole, flathead",,829,2,Central Region,H
2004,130,lingcod,11,13124.45,1,Southeastern Region,A
2004,130,lingcod,10,2794,1,Southeastern Region,B
2004,130,lingcod,2,409,1,Southeastern Region,C
2004,130,lingcod,2,9138.25,1,Southeastern Region,D
2004,137,"rockfish, bocaccio",0,88,1,Southeastern Region,A
2004,137,"rockfish, bocaccio",,7,1,Southeastern Region,B
2004,137,"rockfish, bocaccio",0,143,1,Southeastern Region,D
2004,138,"rockfish, copper",0,29,1,Southeastern Region,B
2004,138,"rockfish, copper",,6,1,Southeastern Region,D
2004,141,"perch, Pacific ocean",,4,1,Southeastern Region,C
2004,141,"perch, Pacific ocean",,2,1,Southeastern Region,D
2004,142,"rockfish, black",0,6678.8,1,Southeastern Region,A
2004,142,"rockfish, black",,70,1,Southeastern Region,B
2004,142,"rockfish, black",,57,1,Southeastern Region,C
2004,142,"rockfish, black",7,8808.7,1,Southeastern Region,D
2004,145,"rockfish, yelloweye (red snapper)",0,634.5,1,Southeastern Region,A
2004,145,"rockfish, yelloweye (red snapper)",1,102,1,Southeastern Region,B
2004,145,"rockfish, yelloweye (red snapper)",1,42,1,Southeastern Region,C
2004,145,"rockfish, yelloweye (red snapper)",36,2047.5,1,Southeastern Region,D
2004,146,"rockfish, canary",,7,1,Southeastern Region,A
2004,146,"rockfish, canary",,13,1,Southeastern Region,B
2004,146,"rockfish, canary",1,441,1,Southeastern Region,D
2004,147,"rockfish, quillback",,18,1,Southeastern Region,A
2004,147,"rockfish, quillback",,180,1,Southeastern Region,B
2004,147,"rockfish, quillback",,11,1,Southeastern Region,C
2004,147,"rockfish, quillback",2,103,1,Southeastern Region,D
2004,148,"rockfish, tiger",1,24,1,Southeastern Region,D
2004,148,"rockfish, tiger",,907,2,Central Region,H
2004,150,"rockfish, rosethorn",154,1133,1,Southeastern Region,A
2004,150,"rockfish, rosethorn",,2,1,Southeastern Region,D
2004,150,"rockfish, rosethorn",1,7,2,Central Region,E
2004,151,"rockfish, rougheye",,83,1,Southeastern Region,A
2004,151,"rockfish, rougheye",,6,1,Southeastern Region,D
2004,152,"rockfish, shortraker",1,27,1,Southeastern Region,D
2004,154,"rockfish, dusky",0,766,1,Southeastern Region,A
2004,154,"rockfish, dusky",,6,1,Southeastern Region,C
2004,154,"rockfish, dusky",26,760,1,Southeastern Region,D
2004,155,"rockfish, yellowtail",0,101,1,Southeastern Region,A
2004,155,"rockfish, yellowtail",0,6,1,Southeastern Region,B
2004,155,"rockfish, yellowtail",,2,1,Southeastern Region,C
2004,155,"rockfish, yellowtail",4,1974,1,Southeastern Region,D
2004,156,"rockfish, widow",1,5,1,Southeastern Region,D
2004,157,"rockfish, silvergray",0,299,1,Southeastern Region,A
2004,157,"rockfish, silvergray",0,40,1,Southeastern Region,B
2004,157,"rockfish, silvergray",12,1928,1,Southeastern Region,D
2004,158,"rockfish, redstripe",0,30,1,Southeastern Region,D
2004,159,"rockfish, darkblotched",,5,1,Southeastern Region,A
2004,250,"tomcod, Pacific",,20,1,Southeastern Region,A
2004,410,"salmon, chinook",76281,1114173.37,1,Southeastern Region,A
2004,410,"salmon, chinook",110415,1739428.1,1,Southeastern Region,B
2004,410,"salmon, chinook",49678,710324.47,1,Southeastern Region,C
2004,410,"salmon, chinook",247261,3671186.8,1,Southeastern Region,D
2004,410,"salmon, chinook",39144,879146,2,Central Region,E
2004,410,"salmon, chinook",28616,694530.07,2,Central Region,H
2004,410,"salmon, chinook",114741,1730293,2,Central Region,T
2004,410,"salmon, chinook",30254,367416,3,A-Y-K Region,W
2004,410,"salmon, chinook",128,1326.1,3,A-Y-K Region,X
2004,410,"salmon, chinook",56943,1157880.2,3,A-Y-K Region,Y
2004,410,"salmon, chinook",22,30,3,A-Y-K Region,Z
2004,410,"salmon, chinook",28907,328256,4,Westward Region,K
2004,410,"salmon, chinook",2522,47047,4,Westward Region,L
2004,410,"salmon, chinook",17525,279818,4,Westward Region,M
2004,411,"chinook, sm.",194,2613,1,Southeastern Region,A
2004,411,"chinook, sm.",66,396,1,Southeastern Region,B
2004,411,"chinook, sm.",317,1730.5,1,Southeastern Region,C
2004,411,"chinook, sm.",120,785,1,Southeastern Region,D
2004,411,"chinook, sm.",,23,2,Central Region,E
2004,420,"salmon, sockeye",936632,5507873.71,1,Southeastern Region,A
2004,420,"salmon, sockeye",718828,4232138.6,1,Southeastern Region,B
2004,420,"salmon, sockeye",351396,2116007.58,1,Southeastern Region,C
2004,420,"salmon, sockeye",30889,169638.53,1,Southeastern Region,D
2004,420,"salmon, sockeye",1892525,10977148,2,Central Region,E
2004,420,"salmon, sockeye",5067942,30580844.68,2,Central Region,H
2004,420,"salmon, sockeye",26264895,151694879,2,Central Region,T
2004,420,"salmon, sockeye",63536,420253,3,A-Y-K Region,W
2004,420,"salmon, sockeye",3,22,3,A-Y-K Region,X
2004,420,"salmon, sockeye",1,6,3,A-Y-K Region,Y
2004,420,"salmon, sockeye",47,254,3,A-Y-K Region,Z
2004,420,"salmon, sockeye",4169615,22061248,4,Westward Region,K
2004,420,"salmon, sockeye",704652,4509752,4,Westward Region,L
2004,420,"salmon, sockeye",4644306,26628751,4,Westward Region,M
2004,430,"salmon, coho",816949,6185649.04,1,Southeastern Region,A
2004,430,"salmon, coho",584321,4162144.89,1,Southeastern Region,B
2004,430,"salmon, coho",578253,4018037.3,1,Southeastern Region,C
2004,430,"salmon, coho",1105140,7377555.25,1,Southeastern Region,D
2004,430,"salmon, coho",620121,5597335,2,Central Region,E
2004,430,"salmon, coho",324589,2182034.8,2,Central Region,H
2004,430,"salmon, coho",72385,501479,2,Central Region,T
2004,430,"salmon, coho",542670,3732432.35,3,A-Y-K Region,W
2004,430,"salmon, coho",20232,117295,3,A-Y-K Region,Y
2004,430,"salmon, coho",42016,302379,3,A-Y-K Region,Z
2004,430,"salmon, coho",490161,3767530,4,Westward Region,K
2004,430,"salmon, coho",37,283,4,Westward Region,L
2004,430,"salmon, coho",270097,1798275,4,Westward Region,M
2004,440,"salmon, pink",11056862,39329388.04,1,Southeastern Region,A
2004,440,"salmon, pink",17743658,63227796,1,Southeastern Region,B
2004,440,"salmon, pink",8553824,32296538.99,1,Southeastern Region,C
2004,440,"salmon, pink",7978668,29711331.15,1,Southeastern Region,D
2004,440,"salmon, pink",23531483,87448814,2,Central Region,E
2004,440,"salmon, pink",2876094,10076865.5,2,Central Region,H
2004,440,"salmon, pink",52631,216657,2,Central Region,T
2004,440,"salmon, pink",6,0,3,A-Y-K Region,X
2004,440,"salmon, pink",21440905,78081659,4,Westward Region,K
2004,440,"salmon, pink",2380,7589,4,Westward Region,L
2004,440,"salmon, pink",6697275,22000298,4,Westward Region,M
2004,450,"salmon, chum",2892609,22991370.39,1,Southeastern Region,A
2004,450,"salmon, chum",2619200,22496519.1,1,Southeastern Region,B
2004,450,"salmon, chum",1472041,12019420.68,1,Southeastern Region,C
2004,450,"salmon, chum",4387775,34948782.37,1,Southeastern Region,D
2004,450,"salmon, chum",2001949,15047367,2,Central Region,E
2004,450,"salmon, chum",353468,2779761.75,2,Central Region,H
2004,450,"salmon, chum",732535,4662354,2,Central Region,T
2004,450,"salmon, chum",52078,356546,3,A-Y-K Region,W
2004,450,"salmon, chum",51077,419059,3,A-Y-K Region,X
2004,450,"salmon, chum",30737,166925,3,A-Y-K Region,Y
2004,450,"salmon, chum",6297,42385,3,A-Y-K Region,Z
2004,450,"salmon, chum",1121873,8596160,4,Westward Region,K
2004,450,"salmon, chum",505,3803,4,Westward Region,L
2004,450,"salmon, chum",809686,5309816,4,Westward Region,M
2004,520,"char, Arctic (general)",2,14,1,Southeastern Region,A
2004,520,"char, Arctic (general)",244402,10008,2,Central Region,E
2004,531,Dolly Varden (anadromous),26,58,1,Southeastern Region,A
2004,531,Dolly Varden (anadromous),132,852,3,A-Y-K Region,X
2004,540,"trout, steelhead",169,1219,1,Southeastern Region,A
2004,540,"trout, steelhead",2,17,1,Southeastern Region,C
2004,540,"trout, steelhead",108,592,1,Southeastern Region,D
2004,540,"trout, steelhead",1,6,2,Central Region,T
2004,570,inconnu (sheefish),37,474,3,A-Y-K Region,X
2004,580,"whitefish, general",57,127.05,3,A-Y-K Region,Y
2004,584,"whitefish, Arctic cisco",2898,2398,0,,9
2004,589,"whitefish, humpback",476,400,0,,9
2004,690,"shark, salmon",2,225,2,Central Region,H
2005,110,"cod, Pacific (gray)",,27,1,Southeastern Region,A
2005,120,"flounder, general",1042,4691,2,Central Region,H
2005,123,"sole, rock",1,,2,Central Region,H
2005,129,"flounder, starry",158,120,2,Central Region,H
2005,130,lingcod,0,7165.46,1,Southeastern Region,A
2005,130,lingcod,1,1887.05,1,Southeastern Region,B
2005,130,lingcod,2,655.91,1,Southeastern Region,C
2005,130,lingcod,0,9536.88,1,Southeastern Region,D
2005,137,"rockfish, bocaccio",0,7.5,1,Southeastern Region,C
2005,137,"rockfish, bocaccio",0,77.5,1,Southeastern Region,D
2005,138,"rockfish, copper",,8.84,1,Southeastern Region,B
2005,138,"rockfish, copper",,4.5,1,Southeastern Region,D
2005,142,"rockfish, black",57,8530.7,1,Southeastern Region,A
2005,142,"rockfish, black",0,290.3,1,Southeastern Region,B
2005,142,"rockfish, black",0,576.82,1,Southeastern Region,C
2005,142,"rockfish, black",1,6395.68,1,Southeastern Region,D
2005,143,"rockfish, thornyhead (idiots)",,3,1,Southeastern Region,D
2005,145,"rockfish, yelloweye (red snapper)",,114.5,1,Southeastern Region,A
2005,145,"rockfish, yelloweye (red snapper)",,146,1,Southeastern Region,B
2005,145,"rockfish, yelloweye (red snapper)",0,59.8,1,Southeastern Region,C
2005,145,"rockfish, yelloweye (red snapper)",0,1483.2,1,Southeastern Region,D
2005,146,"rockfish, canary",0,21.9,1,Southeastern Region,B
2005,146,"rockfish, canary",1,4.67,1,Southeastern Region,C
2005,146,"rockfish, canary",0,467,1,Southeastern Region,D
2005,147,"rockfish, quillback",,11.4,1,Southeastern Region,A
2005,147,"rockfish, quillback",0,30.65,1,Southeastern Region,B
2005,147,"rockfish, quillback",2,35.99,1,Southeastern Region,C
2005,147,"rockfish, quillback",0,153.18,1,Southeastern Region,D
2005,149,"rockfish, china",,1,1,Southeastern Region,D
2005,150,"rockfish, rosethorn",,4.5,1,Southeastern Region,A
2005,150,"rockfish, rosethorn",0,30.79,1,Southeastern Region,B
2005,150,"rockfish, rosethorn",0,2.6,1,Southeastern Region,C
2005,150,"rockfish, rosethorn",,12,1,Southeastern Region,D
2005,151,"rockfish, rougheye",,17,1,Southeastern Region,A
2005,152,"rockfish, shortraker",,5,1,Southeastern Region,D
2005,153,"rockfish, redbanded",,3,1,Southeastern Region,D
2005,154,"rockfish, dusky",0,262.1,1,Southeastern Region,A
2005,154,"rockfish, dusky",0,58.35,1,Southeastern Region,B
2005,154,"rockfish, dusky",0,488.45,1,Southeastern Region,C
2005,154,"rockfish, dusky",0,807.45,1,Southeastern Region,D
2005,155,"rockfish, yellowtail",0,90.2,1,Southeastern Region,A
2005,155,"rockfish, yellowtail",0,114.1,1,Southeastern Region,B
2005,155,"rockfish, yellowtail",0,55.21,1,Southeastern Region,C
2005,155,"rockfish, yellowtail",0,2371.24,1,Southeastern Region,D
2005,156,"rockfish, widow",,8,1,Southeastern Region,D
2005,157,"rockfish, silvergray",0,65.6,1,Southeastern Region,A
2005,157,"rockfish, silvergray",0,69,1,Southeastern Region,B
2005,157,"rockfish, silvergray",0,50.08,1,Southeastern Region,C
2005,157,"rockfish, silvergray",0,1520.32,1,Southeastern Region,D
2005,158,"rockfish, redstripe",0,0.28,1,Southeastern Region,C
2005,158,"rockfish, redstripe",0,13.72,1,Southeastern Region,D
2005,160,"sculpin, general",,10,1,Southeastern Region,A
2005,167,"rockfish, blue",167,846,1,Southeastern Region,C
2005,210,eels or eel-like fish,1,4,1,Southeastern Region,A
2005,400,"salmon, roe (unknown species)",,27,1,Southeastern Region,D
2005,401,"salmon roe, chinook",,51,2,Central Region,E
2005,410,"salmon, chinook",48501,670275.04,1,Southeastern Region,A
2005,410,"salmon, chinook",79644,1214612.9,1,Southeastern Region,B
2005,410,"salmon, chinook",90938,1262083.34,1,Southeastern Region,C
2005,410,"salmon, chinook",229142,3203201.73,1,Southeastern Region,D
2005,410,"salmon, chinook",36118,781240,2,Central Region,E
2005,410,"salmon, chinook",28303,698226,2,Central Region,H
2005,410,"salmon, chinook",77285,1262996.6,2,Central Region,T
2005,410,"salmon, chinook",31571,458174.5,3,A-Y-K Region,W
2005,410,"salmon, chinook",7,100,3,A-Y-K Region,X
2005,410,"salmon, chinook",32325,602826.6,3,A-Y-K Region,Y
2005,410,"salmon, chinook",151,2511,3,A-Y-K Region,Z
2005,410,"salmon, chinook",14465,168954,4,Westward Region,K
2005,410,"salmon, chinook",3408,61795,4,Westward Region,L
2005,410,"salmon, chinook",13868,187690,4,Westward Region,M
2005,411,"chinook, sm.",159,977,1,Southeastern Region,A
2005,411,"chinook, sm.",158,798.5,1,Southeastern Region,B
2005,411,"chinook, sm.",310,1529.5,1,Southeastern Region,C
2005,411,"chinook, sm.",101,617,1,Southeastern Region,D
2005,411,"chinook, sm.",1,58,2,Central Region,E
2005,411,"chinook, sm.",12,88,2,Central Region,H
2005,420,"salmon, sockeye",515294,2720969.33,1,Southeastern Region,A
2005,420,"salmon, sockeye",787127,4515643.95,1,Southeastern Region,B
2005,420,"salmon, sockeye",279599,1696603.5,1,Southeastern Region,C
2005,420,"salmon, sockeye",25815,136122.32,1,Southeastern Region,D
2005,420,"salmon, sockeye",1988771,11739856,2,Central Region,E
2005,420,"salmon, sockeye",5483530,32814790.5,2,Central Region,H
2005,420,"salmon, sockeye",24525350,155010153.6,2,Central Region,T
2005,420,"salmon, sockeye",121441,813722.6,3,A-Y-K Region,W
2005,420,"salmon, sockeye",12,50,3,A-Y-K Region,Z
2005,420,"salmon, sockeye",3052301,16735165,4,Westward Region,K
2005,420,"salmon, sockeye",1152133,7521299,4,Westward Region,L
2005,420,"salmon, sockeye",5456416,33182712,4,Westward Region,M
2005,430,"salmon, coho",694799,4306415.43,1,Southeastern Region,A
2005,430,"salmon, coho",753278,4725529.24,1,Southeastern Region,B
2005,430,"salmon, coho",555701,3478384.15,1,Southeastern Region,C
2005,430,"salmon, coho",999006,5859075.06,1,Southeastern Region,D
2005,430,"salmon, coho",531771,4177623,2,Central Region,E
2005,430,"salmon, coho",234374,1482068,2,Central Region,H
2005,430,"salmon, coho",74556,522833,2,Central Region,T
2005,430,"salmon, coho",207261,1542015.3,3,A-Y-K Region,W
2005,430,"salmon, coho",66291,415210.2,3,A-Y-K Region,Y
2005,430,"salmon, coho",85523,661265,3,A-Y-K Region,Z
2005,430,"salmon, coho",396841,2987393,4,Westward Region,K
2005,430,"salmon, coho",6956,47000,4,Westward Region,L
2005,430,"salmon, coho",216988,1500680,4,Westward Region,M
2005,440,"salmon, pink",17482084,61998484.81,1,Southeastern Region,A
2005,440,"salmon, pink",25201769,86299278.28,1,Southeastern Region,B
2005,440,"salmon, pink",7294985,26462178.4,1,Southeastern Region,C
2005,440,"salmon, pink",9203404,32395190.71,1,Southeastern Region,D
2005,440,"salmon, pink",59944654,207216661,2,Central Region,E
2005,440,"salmon, pink",2355670,8019397.5,2,Central Region,H
2005,440,"salmon, pink",2684,9303,2,Central Region,T
2005,440,"salmon, pink",53,195,3,A-Y-K Region,W
2005,440,"salmon, pink",30143827,102807200,4,Westward Region,K
2005,440,"salmon, pink",194045,611884,4,Westward Region,L
2005,440,"salmon, pink",9428733,30278841,4,Westward Region,M
2005,450,"salmon, chum",1256247,10866791.2,1,Southeastern Region,A
2005,450,"salmon, chum",1749827,16779117.53,1,Southeastern Region,B
2005,450,"salmon, chum",830327,7835057.91,1,Southeastern Region,C
2005,450,"salmon, chum",2591129,21605558.36,1,Southeastern Region,D
2005,450,"salmon, chum",2099493,16525140,2,Central Region,E
2005,450,"salmon, chum",168880,1354102,2,Central Region,H
2005,450,"salmon, chum",1397086,9107595,2,Central Region,T
2005,450,"salmon, chum",89695,604169,3,A-Y-K Region,W
2005,450,"salmon, chum",75971,621573,3,A-Y-K Region,X
2005,450,"salmon, chum",225604,1643529.2,3,A-Y-K Region,Y
2005,450,"salmon, chum",3983,28071,3,A-Y-K Region,Z
2005,450,"salmon, chum",477435,3732478,4,Westward Region,K
2005,450,"salmon, chum",8821,64219,4,Westward Region,L
2005,450,"salmon, chum",785009,5209761,4,Westward Region,M
2005,530,Dolly Varden (general),1,5,2,Central Region,H
2005,531,Dolly Varden (anadromous),181,1158,3,A-Y-K Region,X
2005,540,"trout, steelhead",106,813.9,1,Southeastern Region,A
2005,540,"trout, steelhead",1,3.75,1,Southeastern Region,B
2005,540,"trout, steelhead",3,30,1,Southeastern Region,C
2005,540,"trout, steelhead",54,244.55,1,Southeastern Region,D
2005,570,inconnu (sheefish),205,3270,3,A-Y-K Region,X
2005,570,inconnu (sheefish),270,1704,3,A-Y-K Region,Y
2005,580,"whitefish, general",847,1594,3,A-Y-K Region,Y
2005,583,"whitefish, least cisco",1694,2294,3,A-Y-K Region,Y
2005,584,"whitefish, Arctic cisco",2975,2500,0,,9
2005,585,"whitefish, Bering cisco",241,362,3,A-Y-K Region,Y
2005,588,"whitefish, broad",163,411,3,A-Y-K Region,Y
2005,589,"whitefish, humpback",2170,1500,0,,9
2005,589,"whitefish, humpback",31,141,3,A-Y-K Region,Y
2005,680,"sturgeon, general",2,0,1,Southeastern Region,A
2005,689,"shark, other",1,21,1,Southeastern Region,D
2005,691,"shark, spiny dogfish",32,0,2,Central Region,H
2005,998,Interim Value,1,8,2,Central Region,H
2005,,,,,,,
2006,120,"flounder, general",206,1046,2,Central Region,H
2006,130,lingcod,15,7256.4,1,Southeastern Region,A
2006,130,lingcod,0,2713.83,1,Southeastern Region,B
2006,130,lingcod,0,2331.6,1,Southeastern Region,C
2006,130,lingcod,0,13535.35,1,Southeastern Region,D
2006,130,lingcod,114,806,3,A-Y-K Region,Z
2006,137,"rockfish, bocaccio",,104,1,Southeastern Region,D
2006,138,"rockfish, copper",,1383,1,Southeastern Region,A
2006,141,"perch, Pacific ocean",93,1231,1,Southeastern Region,D
2006,142,"rockfish, black",226,9219.2,1,Southeastern Region,A
2006,142,"rockfish, black",0,335.13,1,Southeastern Region,B
2006,142,"rockfish, black",0,334.95,1,Southeastern Region,C
2006,142,"rockfish, black",0,4846.35,1,Southeastern Region,D
2006,143,"rockfish, thornyhead (idiots)",,39,1,Southeastern Region,D
2006,145,"rockfish, yelloweye (red snapper)",0,256.3,1,Southeastern Region,A
2006,145,"rockfish, yelloweye (red snapper)",0,194.9,1,Southeastern Region,B
2006,145,"rockfish, yelloweye (red snapper)",0,29.7,1,Southeastern Region,C
2006,145,"rockfish, yelloweye (red snapper)",0,824.1,1,Southeastern Region,D
2006,146,"rockfish, canary",,4,1,Southeastern Region,A
2006,146,"rockfish, canary",,22,1,Southeastern Region,B
2006,146,"rockfish, canary",,6,1,Southeastern Region,C
2006,146,"rockfish, canary",0,516,1,Southeastern Region,D
2006,147,"rockfish, quillback",,16,1,Southeastern Region,A
2006,147,"rockfish, quillback",0,33,1,Southeastern Region,B
2006,147,"rockfish, quillback",0,22.76,1,Southeastern Region,C
2006,147,"rockfish, quillback",0,79.86,1,Southeastern Region,D
2006,150,"rockfish, rosethorn",,3,1,Southeastern Region,A
2006,150,"rockfish, rosethorn",0,12.37,1,Southeastern Region,B
2006,150,"rockfish, rosethorn",14,105,3,A-Y-K Region,Z
2006,151,"rockfish, rougheye",,4,1,Southeastern Region,A
2006,151,"rockfish, rougheye",,962,2,Central Region,H
2006,152,"rockfish, shortraker",,14,1,Southeastern Region,B
2006,153,"rockfish, redbanded",,99,1,Southeastern Region,B
2006,154,"rockfish, dusky",0,630.7,1,Southeastern Region,A
2006,154,"rockfish, dusky",,5.38,1,Southeastern Region,B
2006,154,"rockfish, dusky",,4,1,Southeastern Region,C
2006,154,"rockfish, dusky",0,587.3,1,Southeastern Region,D
2006,155,"rockfish, yellowtail",0,251.7,1,Southeastern Region,A
2006,155,"rockfish, yellowtail",0,36.76,1,Southeastern Region,B
2006,155,"rockfish, yellowtail",0,6.8,1,Southeastern Region,C
2006,155,"rockfish, yellowtail",0,1732.5,1,Southeastern Region,D
2006,155,"rockfish, yellowtail",,770,2,Central Region,H
2006,157,"rockfish, silvergray",0,103.7,1,Southeastern Region,A
2006,157,"rockfish, silvergray",1,51.62,1,Southeastern Region,B
2006,157,"rockfish, silvergray",,3,1,Southeastern Region,C
2006,157,"rockfish, silvergray",0,1260.8,1,Southeastern Region,D
2006,158,"rockfish, redstripe",,4,1,Southeastern Region,A
2006,158,"rockfish, redstripe",,16.62,1,Southeastern Region,B
2006,158,"rockfish, redstripe",,10,1,Southeastern Region,D
2006,345,Macroalgae Codes,5,30,1,Southeastern Region,A
2006,410,"salmon, chinook",5,0,0,,9
2006,410,"salmon, chinook",66573,948861.41,1,Southeastern Region,A
2006,410,"salmon, chinook",73200,1156283.5,1,Southeastern Region,B
2006,410,"salmon, chinook",66407,978282.78,1,Southeastern Region,C
2006,410,"salmon, chinook",157876,2397702.69,1,Southeastern Region,D
2006,410,"salmon, chinook",31634,645630.25,2,Central Region,E
2006,410,"salmon, chinook",18781,362250.5,2,Central Region,H
2006,410,"salmon, chinook",106962,1795876.3,2,Central Region,T
2006,410,"salmon, chinook",25212,345548.73,3,A-Y-K Region,W
2006,410,"salmon, chinook",9,0,3,A-Y-K Region,X
2006,410,"salmon, chinook",46646,873566.3,3,A-Y-K Region,Y
2006,410,"salmon, chinook",20,290,3,A-Y-K Region,Z
2006,410,"salmon, chinook",20383,210432,4,Westward Region,K
2006,410,"salmon, chinook",2256,39572,4,Westward Region,L
2006,410,"salmon, chinook",13306,182292,4,Westward Region,M
2006,411,"chinook, sm.",91,540,1,Southeastern Region,A
2006,411,"chinook, sm.",102,737.4,1,Southeastern Region,B
2006,411,"chinook, sm.",194,958.1,1,Southeastern Region,C
2006,411,"chinook, sm.",888,5051.5,1,Southeastern Region,D
2006,411,"chinook, sm.",9,42,2,Central Region,H
2006,420,"salmon, sockeye",552,3441,0,,9
2006,420,"salmon, sockeye",706561,3875943.68,1,Southeastern Region,A
2006,420,"salmon, sockeye",424071,2539751.05,1,Southeastern Region,B
2006,420,"salmon, sockeye",173217,989165.25,1,Southeastern Region,C
2006,420,"salmon, sockeye",29647,150840.62,1,Southeastern Region,D
